OBJECT_NAME,NORAD_CAT_ID,COUNTRY,LAUNCH,COMMENT
COSMOS 2399 DEB,28107,CIS,2003-08-12,
COSMOS 2399 DEB,28106,CIS,2003-08-12,
COSMOS 2399 DEB,28105,CIS,2003-08-12,
COSMOS 2399 DEB,28104,CIS,2003-08-12,
COSMOS 2399 DEB,28103,CIS,2003-08-12,
COSMOS 2399 DEB,28102,CIS,2003-08-12,
COSMOS 2399 DEB,28101,CIS,2003-08-12,
COSMOS 2399 DEB,28100,CIS,2003-08-12,
STRELA R/B,28099,CIS,2003-12-05,
GRUZOMAKET,28098,CIS,2003-12-05,
SL-12 R/B(AUX MOTOR),28093,CIS,2003-11-24,
SL-12 R/B(AUX MOTOR),28092,CIS,2003-11-24,
SL-12 R/B(1),28091,CIS,2003-11-24,
SL-12 PLAT,28090,CIS,2003-11-24,
COSMOS 2399 DEB,28088,CIS,2003-08-12,
COSMOS 2399 DEB,28087,CIS,2003-08-12,
COSMOS 2399 DEB,28086,CIS,2003-08-12,
COSMOS 2399 DEB,28085,CIS,2003-08-12,
COSMOS 2399 DEB,28084,CIS,2003-08-12,
CZ-3A R/B,28083,PRC,2003-11-14,
CZ-2D DEB,28079,PRC,2003-11-03,
FSW-3 1,28078,PRC,2003-11-03,
CZ-2D R/B,28077,PRC,2003-11-03,
CZ-2D DEB,28076,PRC,2003-11-03,
ERS 2 DEB,28066,ESA,1995-04-21,
SARA DEB,28065,FR,1991-07-17,
CZ-4 DEB,28064,PRC,1999-10-14,
ASIASAT 2 DEB,28063,PRC,1995-11-28,
ASIASAT 2 DEB,28062,PRC,1995-11-28,
SL-4 R/B,28053,CIS,2003-10-18,
SOYUZ-TMA 3,28052,CIS,2003-10-18,
SZ-5 MODULE,28049,PRC,2003-10-15,
CZ-2F DEB,28048,PRC,2003-10-15,
CZ-2F DEB,28047,PRC,2003-10-15,
CZ-2F DEB,28046,PRC,2003-10-15,
CZ-2F DEB,28045,PRC,2003-10-15,
CZ-2F R/B,28044,PRC,2003-10-15,
SZ-5,28043,PRC,2003-10-15,
SL-12 DEB,28038,CIS,1988-09-16,
SL-12 DEB,28037,CIS,1988-09-16,
SL-12 DEB,28036,CIS,1988-09-16,
SL-12 DEB,28035,CIS,1988-09-16,
SL-12 DEB,28034,CIS,1988-09-16,
SL-12 DEB,28033,CIS,1988-09-16,
SL-12 DEB,28032,CIS,1988-09-16,
SL-12 DEB,28031,CIS,1988-09-16,
SL-12 DEB,28030,CIS,1988-09-16,
SL-12 DEB,28029,CIS,1988-09-16,
SL-12 DEB,28028,CIS,1988-09-16,
SL-12 DEB,28027,CIS,1988-09-16,
SL-12 DEB,28026,CIS,1988-09-16,
SL-12 DEB,28025,CIS,1988-09-16,
SL-12 DEB,28024,CIS,1988-09-16,
SL-12 DEB,28023,CIS,1988-09-16,
SL-12 DEB,28022,CIS,1988-09-16,
SL-12 DEB,28021,CIS,1988-09-16,
SL-12 DEB,28020,CIS,1988-09-16,
SL-12 DEB,28019,CIS,1988-09-16,
SL-12 DEB,28018,CIS,1988-09-16,
SL-12 DEB,28017,CIS,1988-09-16,
SL-12 DEB,28016,CIS,1988-09-16,
SL-12 DEB,28015,CIS,1988-09-16,
SL-12 DEB,28014,CIS,1988-09-16,
SL-12 DEB,28013,CIS,1988-09-16,
SL-12 DEB,28012,CIS,1988-09-16,
SL-12 DEB,28011,CIS,1988-09-16,
SL-12 DEB,28010,CIS,1988-09-16,
SL-12 DEB,28009,CIS,1988-09-16,
SL-12 DEB,28008,CIS,1988-09-16,
SL-12 DEB,28007,CIS,1988-09-16,
SL-12 DEB,28006,CIS,1988-09-16,
SL-12 DEB,28005,CIS,1988-09-16,
SL-12 DEB,28003,CIS,1988-09-16,
SL-12 DEB,28002,CIS,1988-09-16,
SL-12 DEB,28001,CIS,1988-09-16,
SL-12 DEB,28000,CIS,1988-09-16,
SL-12 DEB,27999,CIS,1988-09-16,
SL-12 DEB,27997,CIS,1988-09-16,
SL-12 DEB,27996,CIS,1988-09-16,
SL-12 DEB,27995,CIS,1988-09-16,
SL-12 DEB,27994,CIS,1988-09-16,
SL-12 DEB,27993,CIS,1988-09-16,
SL-12 DEB,27991,CIS,1988-09-16,
SL-12 DEB,27990,CIS,1988-09-16,
SL-12 DEB,27989,CIS,1988-09-16,
SL-12 DEB,27988,CIS,1988-09-16,
SL-12 DEB,27987,CIS,1988-09-16,
SL-12 DEB,27986,CIS,1988-09-16,
SL-12 DEB,27985,CIS,1988-09-16,
SL-12 DEB,27984,CIS,1988-09-16,
SL-12 DEB,27983,CIS,1988-09-16,
SL-12 DEB,27982,CIS,1988-09-16,
SL-12 DEB,27981,CIS,1988-09-16,
SL-12 DEB,27980,CIS,1988-09-16,
SL-12 DEB,27979,CIS,1988-09-16,
SL-12 DEB,27977,CIS,1988-09-16,
SL-12 DEB,27975,CIS,1988-09-16,
SL-12 DEB,27974,CIS,1988-09-16,
SL-12 DEB,27973,CIS,1988-09-16,
SL-12 DEB,27972,CIS,1988-09-16,
SL-12 DEB,27971,CIS,1988-09-16,
SL-12 DEB,27970,CIS,1988-09-16,
SL-12 DEB,27969,CIS,1988-09-16,
SL-12 DEB,27968,CIS,1988-09-16,
SL-12 DEB,27966,CIS,1988-09-16,
SL-12 DEB,27964,CIS,1988-09-16,
SL-12 DEB,27962,CIS,1987-09-16,
SL-12 DEB,27961,CIS,1987-09-16,
SL-12 DEB,27960,CIS,1987-09-16,
SL-12 DEB,27957,CIS,1987-09-16,
SEASAT 1 DEB,27956,US,1978-06-27,
DELTA 2 DEB,27955,US,2003-01-29,
SMART 1,27949,ESA,2003-09-27,SELENOCENTRIC ORBIT (MOON)
FUSE 1 DEB,27947,US,1999-06-24,
SL-12 DEB,27936,CIS,1987-09-16,
SL-12 DEB,27935,CIS,1987-09-16,
SL-12 DEB,27934,CIS,1987-09-16,
SL-12 DEB,27933,CIS,1987-09-16,
SL-12 DEB,27932,CIS,1987-09-16,
SL-12 DEB,27930,CIS,1987-09-16,
SL-12 DEB,27929,CIS,1987-09-16,
SL-12 DEB,27928,CIS,1987-09-16,
SL-12 DEB,27927,CIS,1987-09-16,
SL-12 DEB,27926,CIS,1987-09-16,
SL-12 DEB,27925,CIS,1987-09-16,
SL-12 DEB,27924,CIS,1987-09-16,
SL-12 DEB,27922,CIS,1987-09-16,
SL-12 DEB,27921,CIS,1987-09-16,
SL-12 DEB,27920,CIS,1987-09-16,
SL-12 DEB,27917,CIS,1987-09-16,
SL-12 DEB,27916,CIS,1987-09-16,
SL-12 DEB,27915,CIS,1987-09-16,
SL-12 DEB,27914,CIS,1987-09-16,
COSMOS 1188 DEB,27896,CIS,1980-06-14,
COSMOS 1109 DEB,27893,CIS,1979-06-27,
COSMOS 1030 DEB,27891,CIS,1978-09-06,
SEASAT 1 DEB,27889,US,1978-06-27,
SL-4 R/B,27874,CIS,2003-08-29,
PROGRESS-M 48,27873,CIS,2003-08-29,
COSMOS 41 DEB,27863,CIS,1964-08-22,
COSMOS 41 DEB,27862,CIS,1964-08-22,
COSMOS 41 DEB,27861,CIS,1964-08-22,
COSMOS 41 DEB,27860,CIS,1964-08-22,
SL-4 R/B,27857,CIS,2003-08-12,
COSMOS 2399,27856,CIS,2003-08-12,
DELTA 2 R/B(1),27851,US,2003-07-08,
MARS EXPLORER ROVER B,27849,US,2003-07-08,MARS LANDING
MIMOSA,27841,CZCH,2003-06-30,
PEGASUS R/B,27839,US,2003-06-26,
ORBVIEW 3,27838,US,2003-06-26,
SL-6 R/B(2),27837,CIS,2003-06-19,
SL-6 PLAT,27836,CIS,2003-06-19,
SL-6 R/B(1),27835,CIS,2003-06-19,
MOLNIYA 3-53,27834,CIS,2003-06-19,
DELTA 2 R/B(1),27829,US,2003-06-10,
MARS EXPLORER ROVER A,27827,US,2003-06-10,MARS LANDING
SL-4 R/B,27824,CIS,2003-06-08,
PROGRESS-M1 10,27823,CIS,2003-06-08,
HST DEB,27822,US,1990-04-24,
USERS (REENTRY MODULE),27815,JPN,2002-09-10,
CZ-3A R/B,27814,PRC,2003-05-24,
ATLAS 5 CENTAUR R/B,27812,US,2003-05-13,
HAYABUSA (MUSES C),27809,JPN,2003-05-09,HELIOCENTRIC ORBIT (SUN)
GSLV R/B,27808,IND,2003-05-08,
SL-4 R/B,27782,CIS,2003-04-26,
SOYUZ-TMA 2,27781,CIS,2003-04-26,
SL-12 R/B(AUX MOTOR),27779,CIS,2003-04-24,
SL-12 R/B(AUX MOTOR),27778,CIS,2003-04-24,
SL-12 PLAT,27777,CIS,2003-04-24,
SL-12 R/B(1),27776,CIS,2003-04-24,
SL-6 DEB,27774,CIS,2003-04-02,
DELTA 2 DEB,27773,US,2003-01-29,
DELTA 4 DEB,27771,US,2002-11-20,
PSLV DEB,27767,IND,2001-10-22,
DELTA 2 DEB,27766,US,2001-01-30,
DELTA 2 DEB,27761,US,1996-09-12,
PEGASUS DEB,27759,US,1994-05-19,
PEGASUS DEB,27758,US,1994-05-19,
PEGASUS DEB,27757,US,1994-05-19,
PEGASUS DEB,27756,US,1994-05-19,
DELTA 2 DEB,27754,US,1993-06-26,
SL-18 DEB,27753,CIS,1993-03-25,
DELTA 1 DEB,27730,US,1977-07-14,
ATLAS 3B CENTAUR R/B,27719,US,2003-04-12,
STS 107 DEB,27713,US,2003-01-16,
SL-6 R/B(2),27710,CIS,2003-04-02,
SL-6 R/B(1),27709,CIS,2003-04-02,
SL-6 PLAT,27708,CIS,2003-04-02,
MOLNIYA 1-92,27707,CIS,2003-04-02,
DELTA 2 R/B(2) (PAM-D),27706,US,2003-03-31,
DELTA 2 R/B(1),27705,US,2003-03-31,
H-2A DEB,27703,JPN,2003-03-28,
H-2A DEB,27702,JPN,2003-03-28,
H-2A DEB,27701,JPN,2003-03-28,
H-2A R/B,27700,JPN,2003-03-28,
IGS 1B,27699,JPN,2003-03-28,NO ELEMENTS AVAILABLE
IGS 1A,27698,JPN,2003-03-28,NO ELEMENTS AVAILABLE
DELTA 4 DEB,27697,US,2002-11-20,
DELTA 4 DEB,27696,US,2002-11-20,
DELTA 4 DEB,27695,US,2002-11-20,
DELTA 4 DEB,27694,US,2002-11-20,
DELTA 2 DEB,27686,US,1993-08-30,
SL-4 R/B,27682,CIS,2003-02-02,
PROGRESS-M 47,27681,CIS,2003-02-02,
ARIANE 44L DEB,27675,FR,1992-07-09,
ARIANE 44L DEB,27672,FR,1991-10-29,
ARIANE 44L DEB,27670,FR,1991-10-29,
ARIANE 44L DEB,27668,FR,1991-10-29,
ARIANE 44L DEB,27667,FR,1991-10-29,
DELTA 2 R/B(2) (PAM-D),27666,US,2003-01-29,
PSLV DEB,27656,IND,2001-10-22,
PSLV DEB,27654,IND,2001-10-22,
STS 107,27647,US,2003-01-16,
DELTA 2 R/B,27645,US,2003-01-13,
DELTA 2 DEB (DPAF),27644,US,2003-01-13,
ICESAT,27642,US,2003-01-13,
TITAN 2 R/B,27641,US,2003-01-06,
SEASAT 1 DEB,27637,US,1978-06-27,
SZ-4 MODULE,27634,PRC,2002-12-29,
CZ-2F R/B,27631,PRC,2002-12-29,
SZ-4,27630,PRC,2002-12-29,
ARIANE 2 DEB,27627,FR,1988-10-28,
PSLV DEB,27623,IND,2001-10-22,
SL-12 R/B(AUX MOTOR),27622,CIS,2002-12-25,
SL-12 R/B(AUX MOTOR),27621,CIS,2002-12-25,
SL-6 PLAT,27615,CIS,2002-12-24,
SL-6 R/B(1),27614,CIS,2002-12-24,
COSMOS 2393,27613,CIS,2002-12-24,
PSLV DEB,27592,IND,2001-10-22,
PSLV DEB,27591,IND,2001-10-22,
PSLV DEB,27590,IND,2001-10-22,
SL-12 DEB,27589,CIS,1985-05-17,
PSLV DEB,27588,IND,2001-10-22,
PSLV DEB,27587,IND,2001-10-22,
PSLV DEB,27584,IND,2001-10-22,
PSLV DEB,27581,IND,2001-10-22,
PSLV DEB,27579,IND,2001-10-22,
DELTA 4 DEB,27565,US,2002-11-20,
DELTA 4 DEB,27564,US,2002-11-20,
DELTA 4 DEB,27563,US,2002-11-20,
MEPSI,27562,US,2002-11-24,
BLOCK DM R/B,27558,CIS,2002-11-25,
ASTRA 1K,27557,SES,2002-11-25,
STS 113,27556,US,2002-11-24,
SL-4 R/B,27553,CIS,2002-10-30,
SOYUZ-TM 35,27552,CIS,2002-10-30,
CZ-4B R/B,27551,PRC,2002-10-27,
JB-3 B,27550,PRC,2002-10-27,
SL-12 DEB,27549,CIS,2002-10-17,
SL-12 DEB,27548,CIS,2002-10-17,
SL-12 DEB,27547,CIS,2002-10-17,
SL-12 DEB,27544,CIS,2002-10-17,
SL-12 DEB,27543,CIS,2002-10-17,
SL-12 R/B(2),27542,CIS,2002-10-17,
SL-12 R/B(1),27541,CIS,2002-10-17,
ISS DEB,27539,ISS,1998-11-20,
STS 112,27537,US,2002-10-07,
SL-4 R/B,27532,CIS,2002-09-25,
PROGRESS-M1 9,27531,CIS,2002-09-25,
ATLAS 2AS CENTAUR R/B,27529,US,2002-09-18,
H-2A DEB,27527,JPN,2002-09-10,
PSLV R/B,27526,IND,2002-09-12,
ISS DEB,27524,ISS,1998-11-20,
ISS DEB,27523,ISS,1998-11-20,
ISS DEB,27522,ISS,1998-11-20,
ISS DEB,27521,ISS,1998-11-20,
H-2A DEB,27520,JPN,2002-09-10,
H-2A DEB,27519,JPN,2002-09-10,
H-2A R/B(1),27517,JPN,2002-09-10,
USERS (SERVICE MODULE),27515,JPN,2002-09-10,
ARIANE 44L R/B,27514,FR,2002-09-06,
PSLV DEB,27512,IND,2001-10-22,
ISS DEB,27507,ISS,1998-11-20,
ISS DEB,27506,ISS,1998-11-20,
ISS DEB,27505,ISS,1998-11-20,
PSLV DEB,27503,IND,2001-10-22,
PSLV DEB,27502,IND,2001-10-22,
PSLV DEB,27498,IND,2001-10-22,
TIMED DEB,27497,US,2001-12-07,
PSLV DEB,27496,IND,2001-10-22,
COSMOS 1461 DEB,27495,CIS,1983-05-07,
DELTA 2 DEB,27490,US,1997-07-23,
M-5 DEB,27488,JPN,1997-02-12,
ARIANE 44L DEB,27487,FR,1992-07-09,
ARIANE 44L DEB,27486,FR,1992-07-09,
ARIANE 44L DEB,27485,FR,1992-07-09,
ARIANE 44L DEB,27484,FR,1992-07-09,
DELTA 2 DEB,27483,US,1991-01-08,
NOAA 16 DEB,27477,US,2000-09-21,
SL-12 R/B(AUX MOTOR),27475,CIS,2002-07-25,
SL-12 R/B(AUX MOTOR),27474,CIS,2002-07-25,
SL-12 PLAT,27472,CIS,2002-07-25,
SL-12 R/B(1),27471,CIS,2002-07-25,
SL-12 DEB,27468,CIS,1983-12-29,
SL-12 DEB,27467,CIS,1983-12-29,
DELTA 2 R/B(2),27459,US,2002-07-03,
DELTA 2 R/B(1),27458,US,2002-07-03,
COSMOS 2387 DEB,27456,CIS,2002-02-25,
SL-4 R/B,27455,CIS,2002-06-26,
PROGRESS-M 46,27454,CIS,2002-06-26,
BREEZE-KM R/B,27452,CIS,2002-06-20,
CZ-4 DEB,27449,PRC,1999-10-14,
SL-12 R/B(AUX MOTOR),27448,CIS,2002-06-10,
SL-12 R/B(AUX MOTOR),27447,CIS,2002-06-10,
SL-12 PLAT,27443,CIS,2002-06-10,
SL-12 R/B(1),27442,CIS,2002-06-10,
STS 111,27440,US,2002-06-05,
ARIANE 44L R/B,27439,FR,2002-06-05,
SHAVIT R/B,27435,ISRA,2002-05-28,
SL-12 PLAT,27428,CIS,2002-05-07,
SL-12 R/B(1),27427,CIS,2002-05-07,
DELTA 2 R/B,27425,US,2002-05-04,
COSMOS 539 DEB,27423,CIS,1972-12-21,
SL-4 R/B,27417,CIS,2002-04-25,
SOYUZ-TM 34,27416,CIS,2002-04-25,
ARIANE 44L R/B,27415,FR,2002-04-16,
STS 110,27413,US,2002-04-08,
SL-6 R/B(2),27412,CIS,2002-04-01,
SL-6 PLAT,27411,CIS,2002-04-01,
SL-6 R/B(1),27410,CIS,2002-04-01,
COSMOS 2388,27409,CIS,2002-04-01,
SZ-3 MODULE,27408,PRC,2002-03-25,
FUSE 1 DEB,27407,US,1999-06-24,
ARIANE 44L DEB (SPELDA),27401,FR,2002-03-29,
CZ-2F R/B,27398,PRC,2002-03-25,
SZ-3,27397,PRC,2002-03-25,
SL-4 R/B,27396,CIS,2002-03-21,
PROGRESS-M1 8,27395,CIS,2002-03-21,
KOLIBRI,27394,CIS,2001-11-26,
BREEZE-KM R/B,27393,CIS,2002-03-17,
GRACE 2,27392,US,2002-03-17,
STS 109,27388,US,2002-03-01,
SL-4 R/B,27383,CIS,2002-02-25,
COSMOS 2387,27382,CIS,2002-02-25,
ARIANE 44L R/B,27381,FR,2002-02-23,
ATLAS 3B CENTAUR R/B,27379,US,2002-02-21,
DELTA 2 R/B,27377,US,2002-02-11,
PSLV DEB,27366,IND,2001-10-22,
PSLV DEB,27365,IND,2001-10-22,
PSLV DEB,27364,IND,2001-10-22,
PSLV DEB,27363,IND,2001-10-22,
PSLV DEB,27362,IND,2001-10-22,
PSLV DEB,27361,IND,2001-10-22,
PSLV DEB,27360,IND,2001-10-22,
PSLV DEB,27359,IND,2001-10-22,
PSLV DEB,27358,IND,2001-10-22,
PSLV DEB,27357,IND,2001-10-22,
PSLV DEB,27356,IND,2001-10-22,
PSLV DEB,27355,IND,2001-10-22,
PSLV DEB,27354,IND,2001-10-22,
PSLV DEB,27352,IND,2001-10-22,
PSLV DEB,27351,IND,2001-10-22,
PSLV DEB,27350,IND,2001-10-22,
PSLV DEB,27349,IND,2001-10-22,
PSLV DEB,27348,IND,2001-10-22,
PSLV DEB,27347,IND,2001-10-22,
PSLV DEB,27346,IND,2001-10-22,
PSLV DEB,27345,IND,2001-10-22,
PSLV DEB,27344,IND,2001-10-22,
PSLV DEB,27343,IND,2001-10-22,
PSLV DEB,27342,IND,2001-10-22,
PSLV DEB,27341,IND,2001-10-22,
PSLV DEB,27340,IND,2001-10-22,
PSLV DEB,27339,IND,2001-10-22,
PSLV DEB,27338,IND,2001-10-22,
PSLV DEB,27337,IND,2001-10-22,
PSLV DEB,27336,IND,2001-10-22,
PSLV DEB,27335,IND,2001-10-22,
PSLV DEB,27334,IND,2001-10-22,
PSLV DEB,27333,IND,2001-10-22,
PSLV DEB,27332,IND,2001-10-22,
PSLV DEB,27331,IND,2001-10-22,
PSLV DEB,27330,IND,2001-10-22,
PSLV DEB,27329,IND,2001-10-22,
ISS DEB,27328,ISS,1998-11-20,
PSLV DEB,27327,IND,2001-10-22,
PSLV DEB,27326,IND,2001-10-22,
PSLV DEB,27325,IND,2001-10-22,
PSLV DEB,27324,IND,2001-10-22,
PSLV DEB,27323,IND,2001-10-22,
PSLV DEB,27322,IND,2001-10-22,
PSLV DEB,27321,IND,2001-10-22,
PSLV DEB,27320,IND,2001-10-22,
PSLV DEB,27319,IND,2001-10-22,
PSLV DEB,27318,IND,2001-10-22,
PSLV DEB,27317,IND,2001-10-22,
PSLV DEB,27316,IND,2001-10-22,
PSLV DEB,27315,IND,2001-10-22,
PSLV DEB,27314,IND,2001-10-22,
PSLV DEB,27313,IND,2001-10-22,
PSLV DEB,27312,IND,2001-10-22,
PSLV DEB,27311,IND,2001-10-22,
PSLV DEB,27310,IND,2001-10-22,
PSLV DEB,27309,IND,2001-10-22,
PSLV DEB,27308,IND,2001-10-22,
PSLV DEB,27307,IND,2001-10-22,
PSLV DEB,27306,IND,2001-10-22,
PSLV DEB,27304,IND,2001-10-22,
PSLV DEB,27303,IND,2001-10-22,
PSLV DEB,27302,IND,2001-10-22,
PSLV DEB,27301,IND,2001-10-22,
PSLV DEB,27300,IND,2001-10-22,
PSLV DEB,27297,IND,2001-10-22,
PSLV DEB,27296,IND,2001-10-22,
PSLV DEB,27295,IND,2001-10-22,
PSLV DEB,27294,IND,2001-10-22,
PSLV DEB,27293,IND,2001-10-22,
PSLV DEB,27292,IND,2001-10-22,
PSLV DEB,27291,IND,2001-10-22,
PSLV DEB,27290,IND,2001-10-22,
PSLV DEB,27289,IND,2001-10-22,
PSLV DEB,27288,IND,2001-10-22,
PSLV DEB,27287,IND,2001-10-22,
PSLV DEB,27286,IND,2001-10-22,
PSLV DEB,27285,IND,2001-10-22,
PSLV DEB,27284,IND,2001-10-22,
PSLV DEB,27283,IND,2001-10-22,
PSLV DEB,27282,IND,2001-10-22,
PSLV DEB,27281,IND,2001-10-22,
PSLV DEB,27280,IND,2001-10-22,
PSLV DEB,27279,IND,2001-10-22,
PSLV DEB,27278,IND,2001-10-22,
PSLV DEB,27277,IND,2001-10-22,
PSLV DEB,27276,IND,2001-10-22,
PSLV DEB,27275,IND,2001-10-22,
PSLV DEB,27274,IND,2001-10-22,
PSLV DEB,27273,IND,2001-10-22,
PSLV DEB,27272,IND,2001-10-22,
PSLV DEB,27271,IND,2001-10-22,
PSLV DEB,27270,IND,2001-10-22,
PSLV DEB,27269,IND,2001-10-22,
PSLV DEB,27268,IND,2001-10-22,
PSLV DEB,27266,IND,2001-10-22,
PSLV DEB,27265,IND,2001-10-22,
PSLV DEB,27264,IND,2001-10-22,
PSLV DEB,27263,IND,2001-10-22,
PSLV DEB,27262,IND,2001-10-22,
PSLV DEB,27261,IND,2001-10-22,
PSLV DEB,27260,IND,2001-10-22,
PSLV DEB,27259,IND,2001-10-22,
PSLV DEB,27258,IND,2001-10-22,
PSLV DEB,27257,IND,2001-10-22,
PSLV DEB,27256,IND,2001-10-22,
PSLV DEB,27254,IND,2001-10-22,
PSLV DEB,27253,IND,2001-10-22,
PSLV DEB,27252,IND,2001-10-22,
PSLV DEB,27251,IND,2001-10-22,
PSLV DEB,27250,IND,2001-10-22,
PSLV DEB,27249,IND,2001-10-22,
PSLV DEB,27248,IND,2001-10-22,
PSLV DEB,27247,IND,2001-10-22,
PSLV DEB,27246,IND,2001-10-22,
PSLV DEB,27245,IND,2001-10-22,
PSLV DEB,27244,IND,2001-10-22,
PSLV DEB,27243,IND,2001-10-22,
PSLV DEB,27242,IND,2001-10-22,
PSLV DEB,27241,IND,2001-10-22,
PSLV DEB,27240,IND,2001-10-22,
PSLV DEB,27239,IND,2001-10-22,
PSLV DEB,27238,IND,2001-10-22,
PSLV DEB,27237,IND,2001-10-22,
PSLV DEB,27236,IND,2001-10-22,
PSLV DEB,27235,IND,2001-10-22,
PSLV DEB,27234,IND,2001-10-22,
PSLV DEB,27233,IND,2001-10-22,
PSLV DEB,27232,IND,2001-10-22,
PSLV DEB,27231,IND,2001-10-22,
PSLV DEB,27230,IND,2001-10-22,
PSLV DEB,27229,IND,2001-10-22,
PSLV DEB,27228,IND,2001-10-22,
PSLV DEB,27227,IND,2001-10-22,
PSLV DEB,27225,IND,2001-10-22,
PSLV DEB,27224,IND,2001-10-22,
PSLV DEB,27223,IND,2001-10-22,
PSLV DEB,27222,IND,2001-10-22,
PSLV DEB,27221,IND,2001-10-22,
PSLV DEB,27220,IND,2001-10-22,
PSLV DEB,27219,IND,2001-10-22,
PSLV DEB,27217,IND,2001-10-22,
PSLV DEB,27215,IND,2001-10-22,
PSLV DEB,27214,IND,2001-10-22,
PSLV DEB,27213,IND,2001-10-22,
PSLV DEB,27212,IND,2001-10-22,
PSLV DEB,27211,IND,2001-10-22,
PSLV DEB,27210,IND,2001-10-22,
PSLV DEB,27209,IND,2001-10-22,
PSLV DEB,27208,IND,2001-10-22,
PSLV DEB,27207,IND,2001-10-22,
PSLV DEB,27206,IND,2001-10-22,
PSLV DEB,27205,IND,2001-10-22,
PSLV DEB,27204,IND,2001-10-22,
PSLV DEB,27203,IND,2001-10-22,
PSLV DEB,27202,IND,2001-10-22,
PSLV DEB,27201,IND,2001-10-22,
PSLV DEB,27200,IND,2001-10-22,
PSLV DEB,27199,IND,2001-10-22,
PSLV DEB,27198,IND,2001-10-22,
PSLV DEB,27197,IND,2001-10-22,
PSLV DEB,27196,IND,2001-10-22,
PSLV DEB,27195,IND,2001-10-22,
PSLV DEB,27194,IND,2001-10-22,
PSLV DEB,27193,IND,2001-10-22,
PSLV DEB,27192,IND,2001-10-22,
PSLV DEB,27191,IND,2001-10-22,
PSLV DEB,27190,IND,2001-10-22,
PSLV DEB,27189,IND,2001-10-22,
PSLV DEB,27188,IND,2001-10-22,
PSLV DEB,27187,IND,2001-10-22,
PSLV DEB,27186,IND,2001-10-22,
PSLV DEB,27185,IND,2001-10-22,
PSLV DEB,27184,IND,2001-10-22,
PSLV DEB,27183,IND,2001-10-22,
PSLV DEB,27182,IND,2001-10-22,
PSLV DEB,27181,IND,2001-10-22,
PSLV DEB,27180,IND,2001-10-22,
PSLV DEB,27179,IND,2001-10-22,
PSLV DEB,27178,IND,2001-10-22,
PSLV DEB,27177,IND,2001-10-22,
PSLV DEB,27176,IND,2001-10-22,
PSLV DEB,27175,IND,2001-10-22,
PSLV DEB,27174,IND,2001-10-22,
PSLV DEB,27173,IND,2001-10-22,
PSLV DEB,27172,IND,2001-10-22,
PSLV DEB,27171,IND,2001-10-22,
PSLV DEB,27170,IND,2001-10-22,
ISS DEB,27167,ISS,1998-11-20,
ISS DEB,27166,ISS,1998-11-20,
PSLV DEB,27165,IND,2001-10-22,
PSLV DEB,27164,IND,2001-10-22,
PSLV DEB,27163,IND,2001-10-22,
PSLV DEB,27162,IND,2001-10-22,
PSLV DEB,27161,IND,2001-10-22,
PSLV DEB,27159,IND,2001-10-22,
PSLV DEB,27158,IND,2001-10-22,
PSLV DEB,27157,IND,2001-10-22,
PSLV DEB,27156,IND,2001-10-22,
PSLV DEB,27155,IND,2001-10-22,
PSLV DEB,27154,IND,2001-10-22,
PSLV DEB,27149,IND,2001-10-22,
PSLV DEB,27148,IND,2001-10-22,
PSLV DEB,27145,IND,2001-10-22,
PSLV DEB,27144,IND,2001-10-22,
PSLV DEB,27143,IND,2001-10-22,
PSLV DEB,27140,IND,2001-10-22,
PSLV DEB,27139,IND,2001-10-22,
PSLV DEB,27138,IND,2001-10-22,
PSLV DEB,27137,IND,2001-10-22,
PSLV DEB,27135,IND,2001-10-22,
PSLV DEB,27134,IND,2001-10-22,
PSLV DEB,27131,IND,2001-10-22,
PSLV DEB,27125,IND,2001-10-22,
PSLV DEB,27122,IND,2001-10-22,
PSLV DEB,27120,IND,2001-10-22,
PSLV DEB,27118,IND,2001-10-22,
PSLV DEB,27117,IND,2001-10-22,
PSLV DEB,27116,IND,2001-10-22,
PSLV DEB,27114,IND,2001-10-22,
PSLV DEB,27113,IND,2001-10-22,
PSLV DEB,27112,IND,2001-10-22,
PSLV DEB,27111,IND,2001-10-22,
PSLV DEB,27110,IND,2001-10-22,
PSLV DEB,27109,IND,2001-10-22,
PSLV DEB,27108,IND,2001-10-22,
PSLV DEB,27107,IND,2001-10-22,
PSLV DEB,27106,IND,2001-10-22,
PSLV DEB,27105,IND,2001-10-22,
PSLV DEB,27104,IND,2001-10-22,
PSLV DEB,27103,IND,2001-10-22,
PSLV DEB,27102,IND,2001-10-22,
PSLV DEB,27101,IND,2001-10-22,
PSLV DEB,27100,IND,2001-10-22,
PSLV DEB,27099,IND,2001-10-22,
PSLV DEB,27098,IND,2001-10-22,
PSLV DEB,27096,IND,2001-10-22,
PSLV DEB,27095,IND,2001-10-22,
PSLV DEB,27094,IND,2001-10-22,
PSLV DEB,27093,IND,2001-10-22,
PSLV DEB,27092,IND,2001-10-22,
PSLV DEB,27091,IND,2001-10-22,
PSLV DEB,27090,IND,2001-10-22,
PSLV DEB,27088,IND,2001-10-22,
PSLV DEB,27087,IND,2001-10-22,
PSLV DEB,27086,IND,2001-10-22,
PSLV DEB,27085,IND,2001-10-22,
PSLV DEB,27084,IND,2001-10-22,
PSLV DEB,27083,IND,2001-10-22,
PSLV DEB,27082,IND,2001-10-22,
PSLV DEB,27081,IND,2001-10-22,
